age,annual_income,credit_score,number_of_dependents,years_employed,vehicle_value,annual_premium,monthly_expenses,savings_amount,loan_amount,number_of_policies,vehicle_ownership_duration,customer_since_years,policy_renewal_count,gender,marital_status,education_level,job_title,region,policy_type,employment_type,payment_frequency,communication_preference,relationship_to_policyholder,health_status,driving_record,home_ownership,risk_appetite,credit_utilization_band,owns_vehicle,has_children,has_previous_claims,is_smoker,is_diabetic,owns_multiple_policies,has_health_insurance,is_student,has_loyalty_discount,attended_defensive_driving,claim_status
54,52087.24,609.0,0,34,16337.53,1247.71,2300.67,19847.39,11325.3,4,13,2,2,Male,Married,Bachelor,Hydrographic surveyor,West,Collision,Student,Monthly,In-person,Parent,Very Good,Good,Mortgage,Medium,Low,0,0,1,0,0,1,0,1,0,1,0
73,79861.24,639.0,1,9,29223.99,1261.52,1336.19,25403.36,9202.44,2,14,7,1,Female,Widowed,None,"Conservator, museum/gallery",West,Third Party,Retired,Yearly,Phone,Other,Very Good,Very Bad,Renter,Low,High,1,0,1,0,0,0,0,1,1,1,1
76,43184.06,641.0,1,15,21848.13,1506.85,2788.07,33484.02,6294.35,3,18,2,0,Female,Married,None,Ranger/warden,East,Collision,Retired,Quarterly,In-person,Self,Fair,Average,Owner,Medium,Low,1,1,1,0,0,0,0,1,0,1,0
62,52593.29,714.0,1,29,3768.46,1233.51,3178.97,33058.01,1753.36,3,15,13,3,Female,Widowed,High School,,West,Third Party,Salaried,Monthly,SMS,Parent,Good,Bad,Owner,Low,Low,1,1,0,0,0,1,0,1,0,1,0
55,35994.67,599.0,1,32,12005.08,913.03,1701.78,6973.02,14292.42,2,8,11,0,Female,Divorced,Bachelor,"Research officer, trade union",North,Third Party,Salaried,Monthly,Phone,Parent,Fair,Bad,Owner,High,High,1,1,0,0,0,0,1,1,1,1,0
46,80450.45,741.0,0,14,3389.16,1257.65,3273.45,22493.08,7647.84,4,18,1,4,Male,Divorced,PhD,Freight forwarder,West,Collision,Unemployed,Quarterly,Email,Self,Very Good,Good,Living with Family,Medium,Medium,1,1,0,0,1,0,0,1,0,0,0
22,51281.3,678.0,4,38,18208.15,1415.8,2023.04,-2487.97,8922.91,4,13,11,1,Male,Divorced,None,Building control surveyor,West,Comprehensive,Student,Monthly,Phone,Self,Fair,Average,Living with Family,Low,Low,0,1,1,1,0,0,0,1,0,1,1
26,65267.41,732.0,2,7,6718.83,1241.93,2214.96,25917.96,12248.91,2,15,12,4,Male,Married,None,Conference centre manager,North,Comprehensive,Student,Quarterly,Email,Child,Excellent,Good,Renter,Low,Low,1,1,0,0,0,1,0,0,1,1,0
76,70139.7,,0,3,2388.94,1528.92,2073.83,-483.24,3792.69,3,2,1,2,Male,Single,PhD,,East,Comprehensive,Unemployed,Monthly,In-person,Spouse,Very Good,Excellent,Renter,Low,High,1,0,0,0,0,0,1,1,1,0,0
65,47951.45,640.0,2,1,-552.46,807.97,3311.29,-437.3,13089.91,3,19,13,1,Female,Married,PhD,"Runner, broadcasting/film/video",West,Collision,Retired,Monthly,Email,Spouse,,Very Bad,Living with Family,Medium,Medium,1,1,0,1,0,0,0,1,1,0,0
19,31440.0,680.0,2,6,39844.02,1152.73,2369.52,13103.82,11373.37,2,13,3,3,Female,Divorced,PhD,"Surveyor, planning and development",West,Personal Injury,Unemployed,Yearly,Email,Child,Good,Very Bad,Living with Family,Low,Very High,1,0,0,0,0,0,0,1,0,0,0
18,56708.04,668.0,2,37,6346.33,1201.8,3118.47,24311.79,3371.49,1,1,7,3,Female,Widowed,PhD,Risk analyst,West,Collision,Salaried,Yearly,Phone,Self,Fair,Very Bad,Renter,Low,Medium,1,0,0,1,0,1,0,1,1,0,1
57,56462.58,676.0,3,33,16843.42,1431.73,2111.59,5609.51,6850.22,1,15,14,2,Female,Married,High School,Private music teacher,East,Third Party,Salaried,Quarterly,SMS,Child,Excellent,Average,Owner,Medium,Low,1,1,0,0,0,0,0,1,1,0,0
77,59092.45,651.0,2,24,20594.79,1469.85,2787.36,9706.97,14730.69,1,16,5,2,Male,Divorced,High School,Politician's assistant,South,Personal Injury,Self-Employed,Yearly,Email,Self,Fair,Very Bad,Living with Family,Low,Medium,1,1,0,0,0,0,0,1,0,0,0
68,59175.26,735.0,1,6,21190.44,1207.27,1630.04,6650.72,15980.83,2,17,1,3,Male,Widowed,Bachelor,Midwife,Central,Collision,Retired,Monthly,In-person,Child,Good,Excellent,Mortgage,High,Medium,1,0,0,0,0,0,1,1,0,0,0
47,52518.41,670.0,2,24,26208.92,1091.74,3300.94,16477.96,14575.87,2,13,6,3,Female,Married,Bachelor,Building services engineer,East,Collision,Retired,Monthly,SMS,Other,Good,Excellent,Mortgage,High,High,1,0,0,0,0,1,0,1,0,1,1
28,51936.94,663.0,2,1,19489.92,1256.43,2254.66,24217.59,6175.89,3,6,0,4,Female,Divorced,High School,Medical laboratory scientific officer,North,Third Party,Retired,Quarterly,Phone,Self,Poor,Bad,Renter,Low,Medium,0,1,0,0,0,0,0,1,0,1,0
45,64465.55,736.0,0,25,15464.0,857.81,3499.35,15173.3,7137.0,4,8,12,0,Male,Widowed,High School,Dispensing optician,East,Comprehensive,Self-Employed,Quarterly,Email,Parent,Good,Good,Mortgage,Low,Low,1,1,0,0,0,0,0,1,1,0,0
61,47642.14,721.0,2,35,22197.43,1053.22,2458.14,8793.49,4371.62,4,11,9,4,Male,Married,High School,Race relations officer,East,Third Party,Unemployed,Yearly,SMS,Other,Very Good,Very Bad,Mortgage,Low,Medium,1,0,0,0,0,1,1,1,0,1,0
29,58570.15,694.0,0,37,22094.31,1370.99,2576.55,30339.26,13669.93,4,10,9,2,Male,Widowed,None,Industrial/product designer,South,Third Party,Retired,Yearly,SMS,Parent,Very Good,Very Bad,Renter,Medium,Low,1,1,0,0,0,0,1,1,0,1,0
56,51555.62,660.0,2,2,20507.09,1306.07,4329.2,25182.6,3741.04,3,7,12,2,Female,Divorced,High School,Farm manager,North,Third Party,Student,Quarterly,Email,Other,Very Good,Very Bad,Owner,Low,High,1,0,0,0,1,0,0,1,1,0,0
43,64434.08,753.0,0,28,26408.91,1001.32,3096.32,7168.13,18705.57,3,4,0,3,Female,Widowed,PhD,Film/video editor,North,Personal Injury,Student,Quarterly,Email,Self,Fair,Excellent,Owner,Low,Medium,0,0,1,0,1,0,0,1,1,1,0
30,76628.64,627.0,1,10,13742.63,965.44,2655.6,6066.19,9691.21,2,5,10,3,Male,Married,PhD,,West,Collision,Student,Monthly,SMS,Spouse,Excellent,Average,Mortgage,Low,High,1,0,0,1,0,0,1,1,1,0,0
76,77240.67,733.0,1,20,17992.03,960.17,1524.65,10938.9,8513.36,2,17,12,1,Male,Single,High School,"Scientist, forensic",Central,Personal Injury,Salaried,Quarterly,SMS,Spouse,Good,Bad,Mortgage,High,Medium,0,1,0,1,1,0,1,1,1,1,0
25,79339.36,711.0,3,3,6741.81,980.84,1895.8,24803.23,7601.58,3,9,4,1,Male,Married,Master,Race relations officer,Central,Comprehensive,Retired,Yearly,Email,Spouse,Good,Good,Mortgage,High,Very High,0,1,0,0,0,1,1,1,1,1,0
78,54988.61,616.0,1,4,17550.67,1244.18,3128.31,-10910.48,6539.32,1,6,11,0,Male,Married,High School,"Surveyor, building control",Central,Personal Injury,Self-Employed,Quarterly,Phone,Parent,Good,Excellent,Renter,Low,High,1,1,1,1,0,0,0,1,1,1,0
78,56249.3,683.0,1,5,13618.51,1560.35,2234.03,28095.3,9883.71,4,15,8,4,Male,Married,None,"Surveyor, hydrographic",North,Personal Injury,Student,Quarterly,In-person,Parent,Good,Average,Mortgage,Low,High,1,0,1,0,1,0,0,1,1,0,1
71,40965.72,613.0,1,21,30553.59,1596.62,2334.33,11419.91,5382.81,3,3,5,4,Male,Single,Bachelor,Control and instrumentation engineer,South,Personal Injury,Salaried,Quarterly,Email,Self,Fair,Average,Owner,Medium,High,1,0,0,1,1,0,0,1,1,1,0
45,54861.76,662.0,2,38,5375.44,923.44,1634.3,2757.02,14899.25,1,18,8,3,Female,Widowed,High School,Recruitment consultant,West,Personal Injury,Retired,Quarterly,SMS,Child,Excellent,Average,Mortgage,Medium,High,1,0,0,0,0,0,1,1,0,1,0
75,55397.43,694.0,1,5,15247.73,1298.99,2824.03,16418.18,14190.75,3,11,7,2,Female,Widowed,Bachelor,Sub,North,Personal Injury,Salaried,Quarterly,Phone,Spouse,Fair,Excellent,Renter,High,Very High,1,0,0,0,0,0,0,1,0,1,0
47,50742.79,629.0,2,13,14758.27,1284.52,2583.36,17812.84,11083.69,1,8,5,1,Male,Single,High School,Prison officer,West,Comprehensive,Unemployed,Yearly,Email,Child,Good,Excellent,Living with Family,Low,Medium,0,1,0,0,0,1,1,1,0,1,0
26,50673.1,562.0,4,21,26708.07,1263.55,3070.31,23708.49,14240.16,4,5,0,0,Female,Married,None,"Accountant, chartered",West,Comprehensive,Retired,Yearly,Email,Spouse,Good,Average,Living with Family,Low,Very High,0,0,0,0,0,0,1,1,0,1,1
56,34534.53,673.0,4,15,7236.22,906.96,3490.36,26466.6,5759.89,4,11,11,2,Female,Divorced,PhD,Local government officer,West,Personal Injury,Student,Yearly,Email,Spouse,Good,Very Bad,Owner,High,Low,1,1,0,0,0,0,0,1,1,0,0
48,39871.31,,2,31,20037.21,977.34,2858.96,18459.07,4421.53,2,17,12,3,Female,Married,High School,Theme park manager,East,Third Party,Student,Monthly,SMS,Child,Fair,Bad,Mortgage,High,Low,1,0,0,0,0,1,0,1,0,1,0
75,60668.15,661.0,1,35,20786.53,1303.46,1561.72,20058.0,12324.63,1,8,0,0,Male,Widowed,None,Legal executive,South,Collision,Retired,Yearly,In-person,Spouse,Good,Excellent,Living with Family,High,Low,1,1,0,0,0,1,1,1,0,1,0
38,61231.1,679.0,1,6,29236.79,1084.56,1290.41,15642.97,9318.25,3,12,8,1,Female,Single,Master,Corporate treasurer,South,Collision,Salaried,Yearly,Email,Self,Very Good,Excellent,Mortgage,High,Medium,1,0,0,0,0,0,1,0,0,1,0
73,67245.84,671.0,1,22,11451.06,1227.16,3084.63,21650.49,10362.91,3,2,8,1,Male,Married,PhD,English as a second language teacher,Central,Third Party,Retired,Yearly,SMS,Child,Poor,Good,Owner,Medium,Low,1,0,0,0,0,1,1,1,1,1,0
64,56116.58,629.0,0,13,6925.98,895.92,2596.09,8896.28,4807.75,1,13,2,4,Female,Divorced,None,Outdoor activities/education manager,East,Third Party,Salaried,Quarterly,Phone,Child,Poor,Average,Mortgage,Low,Medium,1,0,0,0,0,0,0,1,1,1,0
51,60174.81,777.0,2,5,24750.48,1053.12,3901.01,11080.93,10256.8,4,11,0,1,Female,Single,None,Personal assistant,West,Personal Injury,Retired,Quarterly,In-person,Child,Fair,Very Bad,Renter,Low,Low,1,0,0,1,0,0,0,1,1,0,0
72,78757.64,695.0,0,24,6051.85,799.82,2519.93,-671.52,4322.8,2,19,9,1,Female,Widowed,Bachelor,"Journalist, broadcasting",Central,Collision,Unemployed,Monthly,Phone,Self,Good,Very Bad,Living with Family,Medium,High,0,0,1,0,0,0,1,1,1,1,1
48,59206.49,658.0,1,2,14772.61,1279.29,1118.09,31511.68,15405.94,3,4,13,0,Male,Single,None,Conference centre manager,North,Third Party,Self-Employed,Quarterly,In-person,Spouse,Good,Average,Mortgage,Low,High,1,1,0,0,1,0,0,1,0,0,0
69,50518.96,638.0,0,12,17613.81,1095.55,1487.33,8687.13,9759.64,4,16,2,1,Female,Divorced,Master,Lobbyist,West,Collision,Self-Employed,Quarterly,SMS,Self,Good,Excellent,Living with Family,High,Very High,1,0,0,0,0,0,0,1,1,0,0
42,42135.78,660.0,1,2,26157.44,1279.72,1899.83,25755.07,17001.72,4,19,5,4,Male,Widowed,Master,Architect,North,Comprehensive,Salaried,Monthly,In-person,Child,Fair,Very Bad,Owner,High,Low,1,0,0,0,0,0,0,1,1,0,0
29,71962.2,661.0,1,30,4582.43,1090.02,3893.06,27587.57,10878.31,3,7,7,2,Female,Widowed,PhD,"Geologist, engineering",South,Third Party,Retired,Yearly,In-person,Child,,Bad,Renter,Low,Very High,0,1,0,0,0,0,0,1,0,0,0
18,34449.86,681.0,2,2,17038.88,1270.7,3435.07,-455.88,6240.68,2,4,2,1,Male,Single,PhD,Armed forces logistics/support/administrative officer,East,Personal Injury,Retired,Monthly,SMS,Spouse,Excellent,Average,Living with Family,Medium,Medium,1,0,0,1,1,0,1,1,1,1,0
72,47423.72,737.0,1,16,20260.43,1741.55,2071.13,16365.12,13910.28,3,18,8,3,Female,Single,None,Podiatrist,East,Personal Injury,Unemployed,Monthly,Email,Child,Good,Bad,Mortgage,Medium,Very High,1,0,0,0,0,0,0,0,1,1,0
39,66278.69,639.0,1,38,11389.68,1042.87,2345.04,21564.44,4331.98,4,10,11,0,Male,Married,High School,Solicitor,Central,Collision,Self-Employed,Quarterly,Email,Child,Good,Average,Renter,Medium,Medium,1,1,0,0,0,1,0,1,1,1,0
57,31401.7,688.0,1,1,16423.81,1347.43,1410.04,9486.03,8520.49,4,6,12,1,Male,Married,High School,Statistician,West,Collision,Retired,Yearly,SMS,Child,Very Good,Bad,Owner,Medium,Medium,1,0,0,0,1,1,1,1,0,1,0
54,50784.68,719.0,2,4,28890.49,1002.21,1382.43,1326.75,9145.56,4,16,11,0,Male,Married,Bachelor,Archaeologist,West,Collision,Student,Quarterly,Phone,Other,Good,Very Bad,Renter,Low,Very High,1,0,0,0,0,0,1,0,1,1,0
64,61937.51,646.0,1,8,14929.24,1160.39,3395.09,29835.62,-1367.57,2,2,3,4,Male,Widowed,High School,"Radiographer, diagnostic",North,Comprehensive,Retired,Yearly,Email,Other,Good,Average,Living with Family,Medium,Very High,0,0,0,0,0,1,1,1,1,0,0
18,54249.94,646.0,4,28,16360.5,1341.88,3252.71,21482.1,17291.07,3,4,7,1,Male,Married,Master,Publishing rights manager,South,Comprehensive,Salaried,Yearly,SMS,Spouse,Good,Good,Renter,Low,Medium,1,0,0,0,0,1,1,1,1,1,0
18,45259.67,604.0,3,34,28856.09,1284.97,2279.17,15413.32,12700.19,4,4,4,4,Female,Widowed,Master,Systems developer,South,Collision,Student,Quarterly,Phone,Other,Good,Excellent,Renter,High,High,1,1,0,0,0,0,1,1,0,1,0
74,51098.34,764.0,3,39,17818.89,1407.25,3974.48,4539.5,2866.25,3,19,14,1,Female,Married,PhD,Systems analyst,Central,Collision,Self-Employed,Monthly,Phone,Other,Good,Average,Living with Family,Medium,Low,1,0,0,0,1,0,0,1,0,1,1
59,72254.76,705.0,1,35,33383.41,1486.93,2847.5,4851.67,11601.99,1,10,2,2,Female,Widowed,PhD,Software engineer,East,Personal Injury,Unemployed,Monthly,Phone,Child,Fair,Very Bad,Owner,Medium,High,0,0,0,0,0,1,0,1,1,1,0
71,87470.66,651.0,1,34,3616.13,1399.44,2669.41,16673.95,4387.41,3,11,14,4,Male,Married,Master,Audiological scientist,North,Comprehensive,Student,Quarterly,Email,Self,Good,Very Bad,Living with Family,Medium,Low,1,1,0,0,1,1,0,1,0,1,0
59,62092.33,649.0,1,29,17266.14,1476.07,2674.06,10347.95,11562.5,4,7,10,3,Male,Single,Master,Materials engineer,Central,Personal Injury,Self-Employed,Monthly,Email,Other,Poor,Good,Living with Family,Medium,High,1,1,0,0,0,1,0,1,0,1,0
38,30175.73,628.0,3,14,27762.91,1263.9,1650.6,17191.15,5408.23,4,19,3,0,Male,Single,Master,Pensions consultant,North,Personal Injury,Salaried,Monthly,Phone,Other,Fair,Excellent,Owner,Low,Medium,0,0,0,0,0,0,0,1,0,1,0
32,68521.53,687.0,2,28,12806.59,981.42,3255.46,18729.52,10347.64,4,15,12,2,Female,Divorced,Master,Higher education careers adviser,South,Personal Injury,Unemployed,Yearly,In-person,Child,Good,Good,Renter,Medium,Very High,1,1,1,0,0,0,0,0,0,0,0
34,54054.25,662.0,1,24,17656.22,1440.2,3261.55,10487.5,12010.85,2,4,6,1,Other,Married,None,Make,Central,Personal Injury,Retired,Yearly,SMS,Child,Fair,Bad,Mortgage,Medium,Medium,0,1,0,1,0,0,0,0,1,0,0
39,43568.66,634.0,1,10,32633.08,1085.58,2692.5,31935.54,11275.82,4,2,10,2,Male,Married,None,"Accountant, chartered",South,Personal Injury,Retired,Quarterly,Email,Other,Good,Bad,Mortgage,Medium,Medium,1,1,0,0,1,0,0,1,0,1,0
55,47995.9,641.0,1,36,12253.13,1408.17,1605.34,7447.86,8406.98,1,8,0,3,Female,Single,None,Operations geologist,Central,Personal Injury,Retired,Yearly,In-person,Child,Excellent,Average,Living with Family,Medium,Medium,1,1,0,0,0,1,1,1,0,1,0
52,48633.15,716.0,0,3,24825.97,823.49,3371.35,5510.7,6676.84,4,16,9,0,Female,Divorced,PhD,Ranger/warden,South,Personal Injury,Salaried,Yearly,Phone,Self,Poor,Good,Renter,Low,Low,0,1,0,0,0,0,0,1,0,1,0
62,38837.29,660.0,1,11,27466.52,1093.27,1059.75,19198.17,8626.39,4,11,9,1,Male,Single,High School,Government social research officer,Central,Collision,Student,Quarterly,SMS,Child,Fair,Excellent,Living with Family,Medium,Very High,1,0,1,0,1,0,1,1,0,1,0
33,59053.97,618.0,3,31,20766.36,992.64,1880.9,19816.4,15065.83,2,4,7,0,Female,Married,Bachelor,Television production assistant,East,Personal Injury,Retired,Quarterly,SMS,Other,Good,Bad,Renter,Medium,Very High,1,1,0,0,0,1,0,1,0,1,0
25,87422.2,683.0,2,4,20400.13,1317.74,2964.21,4984.79,12386.46,4,4,4,1,Male,Single,High School,Legal secretary,North,Collision,Salaried,Quarterly,Phone,Other,Good,Good,Mortgage,Medium,High,0,1,0,0,0,1,0,1,0,1,0
79,43512.13,645.0,2,36,9750.84,1026.87,2173.37,11567.83,13821.08,4,16,10,4,Female,Widowed,High School,Logistics and distribution manager,South,Personal Injury,Retired,Quarterly,In-person,Parent,Very Good,Average,Owner,Medium,Very High,1,0,0,0,0,0,0,1,0,1,0
64,86960.21,712.0,1,36,27310.37,1195.43,1708.19,-404.1,9847.4,1,13,14,0,Female,Married,PhD,"Designer, television/film set",South,Third Party,Retired,Yearly,Email,Self,Poor,Average,Owner,High,High,1,0,0,0,0,1,1,1,1,1,0
34,63121.75,,1,24,7456.65,1156.4,3607.31,9349.63,15109.87,1,0,11,4,Female,Single,Master,Location manager,West,Third Party,Retired,Quarterly,SMS,Spouse,Fair,Very Bad,Living with Family,Low,Low,1,0,0,0,0,1,0,1,0,1,0
34,58606.54,583.0,1,3,23912.38,1507.97,3406.74,23028.87,17446.01,4,7,5,2,Male,Widowed,None,TEFL teacher,West,Third Party,Unemployed,Monthly,Email,Parent,Good,Bad,Owner,Medium,Medium,1,0,1,0,0,1,1,1,1,1,0
71,55170.6,644.0,1,23,14815.98,1341.25,3353.16,2060.78,3205.34,3,14,6,1,Female,Widowed,High School,"Librarian, public",West,Collision,Unemployed,Yearly,In-person,Spouse,Fair,Bad,Living with Family,Medium,High,1,1,1,0,0,0,0,1,1,1,0
43,47907.84,686.0,4,35,16052.57,1286.92,2765.68,4086.09,4709.82,1,4,8,1,Male,Married,PhD,Architect,North,Comprehensive,Unemployed,Monthly,Phone,Other,Good,Very Bad,Owner,High,High,0,1,0,0,0,1,0,1,1,1,0
30,64377.79,676.0,2,1,17987.3,1206.1,2527.86,6710.45,15398.84,2,4,14,3,Female,Divorced,Master,TEFL teacher,Central,Comprehensive,Unemployed,Quarterly,In-person,Spouse,Very Good,Average,Living with Family,High,High,1,0,0,0,0,1,0,1,0,1,0
34,67829.69,742.0,0,34,24994.97,969.87,3890.37,26407.62,18626.66,4,14,3,0,Female,Married,Master,Optometrist,North,Personal Injury,Unemployed,Quarterly,SMS,Spouse,Very Good,Average,Renter,Low,Very High,0,0,0,0,1,1,0,1,1,0,0
55,23622.86,679.0,2,35,35619.42,936.99,3648.23,24995.55,4463.07,1,8,5,0,Male,Divorced,Bachelor,"Doctor, general practice",West,Personal Injury,Self-Employed,Yearly,Email,Other,Fair,Very Bad,Mortgage,Low,Very High,1,0,0,0,0,0,0,1,1,1,0
34,98145.58,690.0,3,7,21113.35,1283.17,2432.58,-5975.09,3196.92,4,11,11,4,Male,Divorced,High School,Naval architect,West,Collision,Retired,Yearly,SMS,Spouse,Fair,Excellent,Renter,Medium,Low,1,0,0,1,1,1,1,1,1,1,0
65,32835.2,701.0,2,8,12799.7,775.78,4669.02,-2868.49,6213.89,1,2,9,1,Female,Divorced,PhD,Electronics engineer,South,Third Party,Self-Employed,Quarterly,SMS,Child,Good,Good,Owner,Low,Low,1,0,0,0,0,0,0,1,0,1,0
31,52165.07,645.0,0,27,5604.46,1188.71,2399.92,15883.82,7563.71,4,13,4,0,Male,Widowed,None,Counselling psychologist,North,Comprehensive,Salaried,Quarterly,Email,Other,Good,Bad,Owner,High,High,1,1,0,0,0,0,0,1,1,1,0
62,21625.68,705.0,0,39,31599.46,1232.19,2808.37,-1078.15,10759.18,3,9,9,2,Female,Married,PhD,Economist,Central,Personal Injury,Unemployed,Quarterly,Phone,Other,Good,Excellent,Mortgage,Low,Medium,1,1,0,0,0,0,1,1,1,0,0
23,55981.36,700.0,1,9,21753.74,776.8,3612.38,27071.01,13870.38,3,6,4,2,Female,Single,None,Sub,East,Third Party,Salaried,Quarterly,SMS,Spouse,Fair,Good,Mortgage,High,High,0,0,0,0,0,0,0,1,1,1,1
52,53078.04,685.0,2,4,17683.87,1183.14,2797.26,-6993.94,9079.11,4,16,9,3,Female,Widowed,PhD,Chartered certified accountant,Central,Third Party,Unemployed,Monthly,SMS,Child,Fair,Very Bad,Owner,High,High,1,0,0,1,0,0,0,1,0,1,0
63,52324.6,584.0,1,36,20585.15,1201.88,2288.56,7481.04,18651.5,1,13,11,4,Male,Divorced,PhD,"Development worker, international aid",South,Third Party,Student,Quarterly,Email,Other,Very Good,Excellent,Mortgage,Medium,High,0,0,0,1,0,0,0,1,0,0,0
31,64565.01,641.0,1,30,27666.63,1823.61,2805.36,17078.68,9766.71,4,16,12,3,Male,Single,Bachelor,Print production planner,Central,Third Party,Retired,Monthly,Email,Self,Fair,Average,Living with Family,Medium,Medium,1,0,0,1,1,0,0,1,1,1,0
64,56342.82,689.0,4,28,15899.29,1202.83,2495.8,29734.94,6563.47,1,12,3,4,Female,Single,PhD,Animator,West,Comprehensive,Self-Employed,Quarterly,In-person,Spouse,Poor,Good,Owner,Low,High,1,1,1,0,0,0,1,1,0,1,0
25,68076.28,675.0,2,2,13339.87,1462.56,795.57,14957.73,5230.78,2,11,4,2,Female,Divorced,PhD,Television camera operator,North,Third Party,Retired,Yearly,Phone,Self,Very Good,Very Bad,Living with Family,Low,Low,1,1,0,0,0,0,1,1,1,1,0
78,41440.04,717.0,3,25,6900.64,1333.96,3302.71,18164.66,7833.97,3,10,1,4,Female,Widowed,PhD,Armed forces technical officer,South,Collision,Self-Employed,Monthly,Email,Other,Poor,Bad,Living with Family,Low,High,0,0,1,0,0,1,1,1,0,1,0
32,61160.75,717.0,0,30,9207.8,1277.39,2002.08,16774.81,10946.18,2,13,7,3,Female,Married,PhD,Senior tax professional/tax inspector,East,Third Party,Self-Employed,Yearly,SMS,Other,Good,Good,Mortgage,Low,Low,1,0,0,0,1,0,0,1,0,1,0
71,50524.79,697.0,0,1,16552.43,1449.0,1579.54,24406.45,9371.87,1,11,1,1,Male,Divorced,PhD,"Administrator, sports",West,Comprehensive,Unemployed,Monthly,Email,Child,Good,Good,Living with Family,Medium,High,0,0,0,0,0,1,1,1,1,1,0
78,54444.91,717.0,1,14,30746.75,767.02,3463.95,18078.53,8037.65,2,6,9,0,Female,Widowed,None,"Engineer, petroleum",West,Third Party,Salaried,Yearly,Phone,Child,Excellent,Good,Renter,Low,Medium,1,0,0,0,0,0,0,1,1,1,0
44,64055.23,705.0,4,12,14915.17,1173.41,2802.54,22377.37,8434.4,3,18,12,0,Female,Widowed,Master,Media buyer,North,Collision,Self-Employed,Monthly,Email,Other,Very Good,Excellent,Mortgage,Medium,Medium,1,0,1,0,0,1,1,1,1,1,0
30,52435.41,653.0,2,27,22605.91,1284.4,3043.66,22575.15,6055.73,2,11,10,0,Male,Single,High School,Magazine features editor,West,Collision,Unemployed,Quarterly,Email,Child,Poor,Good,Renter,Medium,Very High,1,0,1,0,0,0,0,1,1,0,0
66,58422.51,679.0,1,13,31245.19,911.25,2398.93,25895.82,11140.2,3,4,8,3,Male,Widowed,PhD,Training and development officer,East,Personal Injury,Unemployed,Monthly,SMS,Parent,Fair,Average,Owner,Medium,Low,1,0,1,0,0,1,1,1,1,0,0
48,42686.32,625.0,2,11,23817.64,1185.99,2679.43,-6733.54,19968.71,3,0,12,1,Male,Single,PhD,"Horticulturist, amenity",West,Personal Injury,Self-Employed,Monthly,In-person,Parent,Very Good,Excellent,Living with Family,Medium,High,0,1,0,0,1,0,0,1,0,0,0
70,76432.68,754.0,0,14,39737.04,1228.22,2259.42,-212.31,8437.76,2,12,7,3,Female,Divorced,Bachelor,"Designer, fashion/clothing",Central,Collision,Student,Yearly,In-person,Self,Good,Excellent,Living with Family,High,Low,0,1,0,1,0,0,0,1,0,1,0
73,70926.66,617.0,2,20,20677.51,1149.39,1810.9,21766.44,11876.93,1,15,12,0,Female,Widowed,None,Magazine journalist,East,Personal Injury,Self-Employed,Monthly,Phone,Parent,Very Good,Good,Living with Family,Medium,Low,1,0,0,1,0,1,0,1,0,0,0
52,61499.75,575.0,1,28,18430.19,933.75,3048.27,34636.6,7580.41,1,16,2,4,Female,Divorced,Master,Commissioning editor,North,Third Party,Student,Quarterly,SMS,Spouse,Good,Excellent,Owner,Low,Low,0,0,0,0,0,0,0,1,0,1,0
77,56360.1,786.0,3,34,16183.15,973.86,2690.34,18252.19,18508.47,3,16,6,1,Female,Single,Master,Museum/gallery conservator,West,Third Party,Salaried,Quarterly,SMS,Spouse,Very Good,Average,Renter,Low,Low,1,1,0,0,0,0,1,1,1,1,0
23,58434.43,675.0,3,19,39923.25,1103.8,3877.21,12422.18,7136.36,2,17,5,2,Male,Divorced,None,Armed forces technical officer,North,Comprehensive,Unemployed,Quarterly,SMS,Parent,Fair,Very Bad,Owner,Low,Very High,0,1,0,0,0,1,0,1,1,1,0
22,76110.35,724.0,3,17,32194.5,1315.39,711.48,24853.67,7961.13,4,4,1,1,Male,Single,None,Public librarian,East,Comprehensive,Unemployed,Yearly,Phone,Parent,Good,Average,Mortgage,Low,Low,0,0,0,0,0,0,0,1,0,1,0
39,69864.08,716.0,2,37,5406.31,1228.53,3443.05,28214.46,2039.07,2,3,3,4,Female,Married,High School,"Psychologist, counselling",Central,Collision,Retired,Yearly,Phone,Self,Poor,Average,Mortgage,Medium,High,1,0,0,0,0,0,0,1,1,1,0
75,76362.66,732.0,0,14,41100.88,1259.78,2189.67,21735.35,636.22,4,2,0,2,Female,Divorced,Bachelor,Corporate treasurer,South,Collision,Salaried,Monthly,SMS,Child,Good,Bad,Living with Family,Medium,Medium,1,0,0,0,0,0,1,1,1,1,0
66,54871.63,709.0,1,11,24979.8,1130.63,2113.61,14643.62,8918.61,2,16,2,4,Male,Single,Master,"Surveyor, building",Central,Collision,Salaried,Monthly,Email,Self,Very Good,Excellent,Mortgage,Medium,Very High,1,1,1,1,0,1,1,1,1,0,0
40,67250.99,709.0,5,33,21290.46,947.88,2967.57,15494.81,7216.49,4,16,11,0,Male,Single,High School,Licensed conveyancer,South,Third Party,Retired,Yearly,Email,Child,Very Good,Average,Renter,Medium,Low,1,0,0,1,1,0,1,1,1,0,0
42,77830.11,562.0,1,4,25182.76,1107.94,1789.43,17630.54,12513.83,3,15,3,4,Female,Married,PhD,Restaurant manager,East,Comprehensive,Self-Employed,Yearly,Email,Child,Poor,Good,Living with Family,Low,High,1,0,0,0,0,0,0,1,1,0,1
